"id","login","avatar_url","html_url","type","score"
14167918,"bmmoore43","https://avatars.githubusercontent.com/u/14167918?v=4","https://github.com/bmmoore43","User",1
6424169,"bmutlu","https://avatars.githubusercontent.com/u/6424169?v=4","https://github.com/bmutlu","User",1
39280642,"BoilermakerLelema","https://avatars.githubusercontent.com/u/39280642?v=4","https://github.com/BoilermakerLelema","User",1
20690496,"BordnerLab","https://avatars.githubusercontent.com/u/20690496?v=4","https://github.com/BordnerLab","Organization",1
50931835,"bradlaufenberg","https://avatars.githubusercontent.com/u/50931835?v=4","https://github.com/bradlaufenberg","User",1
46425514,"brannemm","https://avatars.githubusercontent.com/u/46425514?v=4","https://github.com/brannemm","User",1
47002968,"brcorder","https://avatars.githubusercontent.com/u/47002968?v=4","https://github.com/brcorder","User",1
47795856,"brettk10","https://avatars.githubusercontent.com/u/47795856?v=4","https://github.com/brettk10","User",1
60944137,"BRinvelt","https://avatars.githubusercontent.com/u/60944137?v=4","https://github.com/BRinvelt","User",1
90585672,"Brown-County-FIRST-Robotics","https://avatars.githubusercontent.com/u/90585672?v=4","https://github.com/Brown-County-FIRST-Robotics","Organization",1
99051117,"Brprb08","https://avatars.githubusercontent.com/u/99051117?v=4","https://github.com/Brprb08","User",1
24663534,"brtobin","https://avatars.githubusercontent.com/u/24663534?v=4","https://github.com/brtobin","User",1
43799176,"BryanFratianne","https://avatars.githubusercontent.com/u/43799176?v=4","https://github.com/BryanFratianne","User",1
59716961,"BryanSolomon","https://avatars.githubusercontent.com/u/59716961?v=4","https://github.com/BryanSolomon","User",1
20143504,"brycesulin","https://avatars.githubusercontent.com/u/20143504?v=4","https://github.com/brycesulin","User",1
115902848,"Bryons-factory","https://avatars.githubusercontent.com/u/115902848?v=4","https://github.com/Bryons-factory","User",1
31516748,"bsondelski","https://avatars.githubusercontent.com/u/31516748?v=4","https://github.com/bsondelski","User",1
16845012,"BUGSYTHEBEAN","https://avatars.githubusercontent.com/u/16845012?v=4","https://github.com/BUGSYTHEBEAN","User",1
43959572,"bvancamp99","https://avatars.githubusercontent.com/u/43959572?v=4","https://github.com/bvancamp99","User",1
52965130,"byoganand","https://avatars.githubusercontent.com/u/52965130?v=4","https://github.com/byoganand","User",1
49846301,"caleb-collar","https://avatars.githubusercontent.com/u/49846301?v=4","https://github.com/caleb-collar","User",1
66057066,"calvin0123","https://avatars.githubusercontent.com/u/66057066?v=4","https://github.com/calvin0123","User",1
31559240,"calvinsienatra","https://avatars.githubusercontent.com/u/31559240?v=4","https://github.com/calvinsienatra","User",1
142736164,"caseyst22","https://avatars.githubusercontent.com/u/142736164?v=4","https://github.com/caseyst22","User",1
99349822,"CATS-Lab","https://avatars.githubusercontent.com/u/99349822?v=4","https://github.com/CATS-Lab","Organization",1
23140414,"cbreenmachine","https://avatars.githubusercontent.com/u/23140414?v=4","https://github.com/cbreenmachine","User",1
1971769,"ccap","https://avatars.githubusercontent.com/u/1971769?v=4","https://github.com/ccap","Organization",1
48861430,"cdassow","https://avatars.githubusercontent.com/u/48861430?v=4","https://github.com/cdassow","User",1
5565889,"cdmuir","https://avatars.githubusercontent.com/u/5565889?v=4","https://github.com/cdmuir","User",1
43382500,"ceccio247","https://avatars.githubusercontent.com/u/43382500?v=4","https://github.com/ceccio247","User",1
30384589,"cedonahoe","https://avatars.githubusercontent.com/u/30384589?v=4","https://github.com/cedonahoe","User",1
12644252,"CenWIDev","https://avatars.githubusercontent.com/u/12644252?v=4","https://github.com/CenWIDev","Organization",1
36214898,"Cesenor","https://avatars.githubusercontent.com/u/36214898?v=4","https://github.com/Cesenor","User",1
47284891,"chance-krug","https://avatars.githubusercontent.com/u/47284891?v=4","https://github.com/chance-krug","User",1
83817116,"ChangjaeHan","https://avatars.githubusercontent.com/u/83817116?v=4","https://github.com/ChangjaeHan","User",1
35222069,"Chanwoost","https://avatars.githubusercontent.com/u/35222069?v=4","https://github.com/Chanwoost","User",1
70541837,"Charlesq666","https://avatars.githubusercontent.com/u/70541837?v=4","https://github.com/Charlesq666","User",1
144828779,"ChaseMcClellan","https://avatars.githubusercontent.com/u/144828779?v=4","https://github.com/ChaseMcClellan","User",1
1648343,"ChicagoDave","https://avatars.githubusercontent.com/u/1648343?v=4","https://github.com/ChicagoDave","User",1
124767674,"chihuichen","https://avatars.githubusercontent.com/u/124767674?v=4","https://github.com/chihuichen","User",1
52631717,"chl781","https://avatars.githubusercontent.com/u/52631717?v=4","https://github.com/chl781","User",1
6056314,"ChrisGifford","https://avatars.githubusercontent.com/u/6056314?v=4","https://github.com/ChrisGifford","User",1
25407856,"christiancolomb","https://avatars.githubusercontent.com/u/25407856?v=4","https://github.com/christiancolomb","User",1
2421233,"cjacks04","https://avatars.githubusercontent.com/u/2421233?v=4","https://github.com/cjacks04","User",1
79872943,"cjphillips4","https://avatars.githubusercontent.com/u/79872943?v=4","https://github.com/cjphillips4","User",1
55991831,"ckleinhans","https://avatars.githubusercontent.com/u/55991831?v=4","https://github.com/ckleinhans","User",1
43003229,"ClioLI","https://avatars.githubusercontent.com/u/43003229?v=4","https://github.com/ClioLI","User",1
6922132,"cmrRose","https://avatars.githubusercontent.com/u/6922132?v=4","https://github.com/cmrRose","User",1
60856414,"cnickels21","https://avatars.githubusercontent.com/u/60856414?v=4","https://github.com/cnickels21","User",1
47640953,"cochran4","https://avatars.githubusercontent.com/u/47640953?v=4","https://github.com/cochran4","User",1
10480777,"cocolocomoco21","https://avatars.githubusercontent.com/u/10480777?v=4","https://github.com/cocolocomoco21","User",1
106707710,"connor-mckeown13","https://avatars.githubusercontent.com/u/106707710?v=4","https://github.com/connor-mckeown13","User",1
6526529,"coongroup","https://avatars.githubusercontent.com/u/6526529?v=4","https://github.com/coongroup","Organization",1
3018329,"cordio","https://avatars.githubusercontent.com/u/3018329?v=4","https://github.com/cordio","User",1
94659907,"coreyjohnsen","https://avatars.githubusercontent.com/u/94659907?v=4","https://github.com/coreyjohnsen","User",1
8110767,"cpsiff","https://avatars.githubusercontent.com/u/8110767?v=4","https://github.com/cpsiff","User",1
4458890,"cranmer","https://avatars.githubusercontent.com/u/4458890?v=4","https://github.com/cranmer","User",1
24301891,"crmiller4","https://avatars.githubusercontent.com/u/24301891?v=4","https://github.com/crmiller4","User",1
8238626,"CSC-UW","https://avatars.githubusercontent.com/u/8238626?v=4","https://github.com/CSC-UW","Organization",1
13682978,"CSE-MSOE","https://avatars.githubusercontent.com/u/13682978?v=4","https://github.com/CSE-MSOE","Organization",1
43884804,"Ctgilbertson","https://avatars.githubusercontent.com/u/43884804?v=4","https://github.com/Ctgilbertson","User",1
37457808,"ctnelson1997","https://avatars.githubusercontent.com/u/37457808?v=4","https://github.com/ctnelson1997","User",1
33905736,"curtishansen14","https://avatars.githubusercontent.com/u/33905736?v=4","https://github.com/curtishansen14","User",1
20888380,"cvanbeek13","https://avatars.githubusercontent.com/u/20888380?v=4","https://github.com/cvanbeek13","User",1
63752030,"cw-ea","https://avatars.githubusercontent.com/u/63752030?v=4","https://github.com/cw-ea","Organization",1
48450104,"czagrzebski","https://avatars.githubusercontent.com/u/48450104?v=4","https://github.com/czagrzebski","User",1
49961853,"danaswanstromcounty","https://avatars.githubusercontent.com/u/49961853?v=4","https://github.com/danaswanstromcounty","User",1
10522433,"danbeltran","https://avatars.githubusercontent.com/u/10522433?v=4","https://github.com/danbeltran","User",1
10133349,"daniel-conn17","https://avatars.githubusercontent.com/u/10133349?v=4","https://github.com/daniel-conn17","User",1
17144561,"danielbwright","https://avatars.githubusercontent.com/u/17144561?v=4","https://github.com/danielbwright","User",1
60795786,"danielledemke","https://avatars.githubusercontent.com/u/60795786?v=4","https://github.com/danielledemke","User",1
70152419,"dannyedgel","https://avatars.githubusercontent.com/u/70152419?v=4","https://github.com/dannyedgel","User",1
75283221,"DarrenSeubert","https://avatars.githubusercontent.com/u/75283221?v=4","https://github.com/DarrenSeubert","User",1
22574850,"davemflick","https://avatars.githubusercontent.com/u/22574850?v=4","https://github.com/davemflick","User",1
20617701,"DaveMSchmitz","https://avatars.githubusercontent.com/u/20617701?v=4","https://github.com/DaveMSchmitz","User",1
141689412,"DavidJ92","https://avatars.githubusercontent.com/u/141689412?v=4","https://github.com/DavidJ92","User",1
12050168,"davidutt36","https://avatars.githubusercontent.com/u/12050168?v=4","https://github.com/davidutt36","User",1
31370694,"ddeka99","https://avatars.githubusercontent.com/u/31370694?v=4","https://github.com/ddeka99","User",1
74223179,"dean-krueger","https://avatars.githubusercontent.com/u/74223179?v=4","https://github.com/dean-krueger","User",1
87137515,"DeboJp","https://avatars.githubusercontent.com/u/87137515?v=4","https://github.com/DeboJp","User",1
9661893,"deborah-chasman","https://avatars.githubusercontent.com/u/9661893?v=4","https://github.com/deborah-chasman","User",1
140204598,"decBlazer","https://avatars.githubusercontent.com/u/140204598?v=4","https://github.com/decBlazer","User",1
3995045,"deepaksirone","https://avatars.githubusercontent.com/u/3995045?v=4","https://github.com/deepaksirone","User",1
101788833,"defworm","https://avatars.githubusercontent.com/u/101788833?v=4","https://github.com/defworm","User",1
39092848,"democracyobserver","https://avatars.githubusercontent.com/u/39092848?v=4","https://github.com/democracyobserver","User",1
56095322,"DemonteiroWisc","https://avatars.githubusercontent.com/u/56095322?v=4","https://github.com/DemonteiroWisc","User",1
47787150,"dens7","https://avatars.githubusercontent.com/u/47787150?v=4","https://github.com/dens7","User",1
6903026,"deppeler","https://avatars.githubusercontent.com/u/6903026?v=4","https://github.com/deppeler","User",1
541475,"Dervisevic","https://avatars.githubusercontent.com/u/541475?v=4","https://github.com/Dervisevic","User",1
8928563,"deweylab","https://avatars.githubusercontent.com/u/8928563?v=4","https://github.com/deweylab","Organization",1
1494693,"dglo","https://avatars.githubusercontent.com/u/1494693?v=4","https://github.com/dglo","User",1
42749331,"dgschmitz17","https://avatars.githubusercontent.com/u/42749331?v=4","https://github.com/dgschmitz17","User",1
8119459,"dguevel","https://avatars.githubusercontent.com/u/8119459?v=4","https://github.com/dguevel","User",1
11986609,"dhmncivichacks","https://avatars.githubusercontent.com/u/11986609?v=4","https://github.com/dhmncivichacks","Organization",1
39672601,"dholab","https://avatars.githubusercontent.com/u/39672601?v=4","https://github.com/dholab","Organization",1
9301467,"DividesZero","https://avatars.githubusercontent.com/u/9301467?v=4","https://github.com/DividesZero","User",1
